;몹번호	아이템번호	아이템나올 확율(1000이 100)			
532	5654	75			
532	5969	75			
532	6347	75			
532	6662	75			
532	6977	75			
532	7355	75			
532	7670	75			
532	7985	75			
532	8300	75			
532	10398	10			
532	10399	10			
532	10401	10			
532	10402	10			
532	10403	20			
532	10409	10			
532	10410	10			
532	10415	10			
532	10416	20			
532	10419	10			
532	10424	50			
532	10425	30			
532	10426	20			
532	10427	50			
532	10428	30			
532	10429	20			
532	10431	20			
532	10196	300			
532	10193	80			
532	10194	80			
632	173	77			
632	593	77			
632	1013	55			
632	1433	55			
632	1853	55			
632	2273	77			
632	2693	77			
632	3113	55			
632	3533	55			
632	3953	55			
632	4331	77			
632	4646	77			
632	4961	77			
632	5339	77			
632	5654	77			
632	5969	77			
632	6347	77			
632	6662	77			
632	6977	77			
632	7355	77			
632	7670	77			
632	7985	77			
632	8300	77			
632	10398	10			
632	10399	10			
632	10401	10			
632	10402	10			
632	10403	20			
632	10409	10			
632	10410	10			
632	10415	10			
632	10416	20			
632	10419	10			
632	10424	50			
632	10425	30			
632	10426	20			
632	10427	50			
632	10428	30			
632	10429	20			
632	10431	20			
632	10196	300			
632	10193	90			
632	10194	90			
33	173	77			
33	593	77			
33	1013	55			
33	1433	55			
33	1853	55			
33	2273	77			
33	2693	77			
33	3113	55			
33	3533	55			
33	3953	55			
33	4331	77			
33	4646	77			
33	4961	77			
33	5339	77			
33	5654	77			
33	5969	77			
33	6347	77			
33	6662	77			
33	6977	77			
33	7355	77			
33	7670	77			
33	7985	77			
33	8300	77			
33	10398	10			
33	10399	10			
33	10401	10			
33	10402	10			
33	10403	20			
33	10409	10			
33	10410	10			
33	10415	10			
33	10416	20			
33	10419	10			
33	10424	50			
33	10425	30			
33	10426	20			
33	10427	50			
33	10428	30			
33	10429	20			
33	10431	20			
33	10196	300			
33	10193	80			
33	10194	80			
233	173	80			
233	593	80			
233	1013	58			
233	1433	58			
233	1853	58			
233	2273	80			
233	2693	80			
233	3113	58			
233	3533	58			
233	3953	58			
233	4331	80			
233	4646	80			
233	4961	80			
233	5339	80			
233	5654	80			
233	5969	80			
233	6347	80			
233	6662	80			
233	6977	80			
233	7355	80			
233	7670	80			
233	7985	80			
233	8300	80			
233	10398	10			
233	10399	10			
233	10401	10			
233	10402	10			
233	10403	20			
233	10409	10			
233	10410	10			
233	10415	10			
233	10416	20			
233	10419	10			
233	10424	50			
233	10425	30			
233	10426	20			
233	10427	50			
233	10428	30			
233	10429	20			
233	10431	20			
233	10196	300			
233	10193	80			
233	10194	80			
333	173	82			
333	593	82			
333	1013	60			
333	1433	60			
333	1853	60			
333	2273	82			
333	2693	82			
333	3113	60			
333	3533	60			
333	3953	60			
333	4331	82			
333	4646	82			
333	4961	82			
333	5339	82			
333	5654	82			
333	5969	82			
333	6347	82			
333	6662	82			
333	6977	82			
333	7355	82			
333	7670	82			
333	7985	82			
333	8300	82			
333	10398	10			
333	10399	10			
333	10401	10			
333	10402	10			
333	10403	20			
333	10409	10			
333	10410	10			
333	10415	10			
333	10416	20			
333	10419	10			
333	10424	50			
333	10425	30			
333	10426	20			
333	10427	50			
333	10428	30			
333	10429	20			
333	10431	20			
333	10196	300			
333	10193	80			
333	10194	80			
433	173	84			
433	593	84			
433	1013	62			
433	1433	62			
433	1853	62			
433	2273	84			
433	2693	84			
433	3113	62			
433	3533	62			
433	3953	62			
433	4331	84			
433	4646	84			
433	4961	84			
433	5339	84			
433	5654	84			
433	5969	84			
433	6347	84			
433	6662	84			
433	6977	84			
433	7355	84			
433	7670	84			
433	7985	84			
433	8300	84			
433	10398	10			
433	10399	10			
433	10401	10			
433	10402	10			
433	10403	20			
433	10409	10			
433	10410	10			
433	10415	10			
433	10416	20			
433	10419	10			
433	10424	50			
433	10425	30			
433	10426	20			
433	10427	50			
433	10428	30			
433	10429	20			
433	10431	20			
433	10196	300			
433	10193	80			
433	10194	80			
533	173	86			
533	593	86			
533	1013	64			
533	1433	64			
533	1853	64			
533	2273	86			
533	2693	86			
533	3113	64			
533	3533	64			
533	3953	64			
533	4331	86			
533	4646	86			
533	4961	86			
533	5339	86			
533	5654	86			
533	5969	86			
533	6347	86			
533	6662	86			
533	6977	86			
533	7355	86			
533	7670	86			
533	7985	86			
533	8300	86			
533	10398	10			
533	10399	10			
533	10401	10			
533	10402	10			
533	10403	20			
533	10409	10			
533	10410	10			
533	10415	10			
533	10416	20			
533	10419	10			
533	10424	50			
533	10425	30			
533	10426	20			
533	10427	50			
533	10428	30			
533	10429	20			
533	10431	20			
533	10196	300			
533	10193	80			
533	10194	80			
633	173	88			
633	593	88			
633	1013	66			
633	1433	66			
633	1853	66			
633	2273	88			
633	2693	88			
633	3113	66			
633	3533	66			
633	3953	66			
633	4331	88			
633	4646	88			
633	4961	88			
633	5339	88			
633	5654	88			
633	5969	88			
633	6347	88			
633	6662	88			
633	6977	88			
633	7355	88			
633	7670	88			
633	7985	88			
633	8300	88			
633	10398	10			
633	10399	10			
633	10401	10			
633	10402	10			
633	10403	20			
633	10409	10			
633	10410	10			
633	10415	10			
633	10416	20			
633	10419	10			
633	10424	50			
633	10425	30			
633	10426	20			
633	10427	50			
633	10428	30			
633	10429	20			
633	10431	20			
633	10196	300			
633	10193	90			
633	10194	90			
34	170	90			
34	590	90			
34	1010	70			
34	1430	70			
34	1850	70			
34	2270	90			
34	2690	90			
34	3110	70			
34	3530	70			
34	3950	70			
34	4328	90			
34	4643	90			
34	4958	90			
34	5336	90			
34	5651	90			
34	5966	90			
34	6344	90			
34	6659	90			
34	6974	90			
34	7352	90			
34	7667	90			
34	7982	90			
34	8297	90			
34	10196	300			
34	10193	50			
34	10194	50			
234	170	92			
234	590	92			
234	1010	72			
234	1430	72			
234	1850	72			
234	2270	92			
234	2690	92			
234	3110	72			
234	3530	72			
234	3950	72			
234	4328	92			
234	4643	92			
234	4958	92			
234	5336	92			
234	5651	92			
234	5966	92			
234	6344	92			
234	6659	92			
234	6974	92			
234	7352	92			
234	7667	92			
234	7982	92			
234	8297	92			
234	10196	300			
234	10193	50			
234	10194	50			
334	170	94			
334	590	94			
334	1010	74			
334	1430	74			
334	1850	74			
334	2270	94			
334	2690	94			
334	3110	74			
334	3530	74			
334	3950	74			
334	4328	94			
334	4643	94			
334	4958	94			
334	5336	94			
334	5651	94			
334	5966	94			
334	6344	94			
334	6659	94			
334	6974	94			
334	7352	94			
334	7667	94			
334	7982	94			
334	8297	94			
334	10196	300			
334	10193	50			
334	10194	50			
434	170	96			
434	590	96			
434	1010	76			
434	1430	76			
434	1850	76			
434	2270	96			
434	2690	96			
434	3110	76			
434	3530	76			
434	3950	76			
434	4328	96			
434	4643	96			
434	4958	96			
434	5336	96			
434	5651	96			
434	5966	96			
434	6344	96			
434	6659	96			
434	6974	96			
434	7352	96			
434	7667	96			
434	7982	96			
434	8297	96			
434	10196	300			
434	10193	50			
434	10194	50			
534	170	98			
534	590	98			
534	1010	78			
534	1430	78			
534	1850	78			
534	2270	98			
534	2690	98			
534	3110	78			
534	3530	78			
534	3950	78			
534	4328	98			
534	4643	98			
534	4958	98			
534	5336	98			
534	5651	98			
534	5966	98			
534	6344	98			
534	6659	98			
534	6974	98			
534	7352	98			
534	7667	98			
534	7982	98			
534	8297	98			
534	10196	300			
534	10193	50			
534	10194	50			
634	170	100			
634	590	100			
634	1010	80			
634	1430	80			
634	1850	80			
634	2270	100			
634	2690	100			
634	3110	80			
634	3530	80			
634	3950	80			
634	4328	100			
634	4643	100			
634	4958	100			
634	5336	100			
634	5651	100			
634	5966	100			
634	6344	100			
634	6659	100			
634	6974	100			
634	7352	100			
634	7667	100			
634	7982	100			
634	8297	100			
634	10196	300			
634	10193	50			
634	10194	50			
35	171	70			
35	591	70			
35	1011	50			
35	1431	50			
35	1851	50			
35	2271	70			
35	2691	70			
35	3111	50			
35	3531	50			
35	3951	50			
35	4329	70			
35	4644	70			
35	4959	70			
35	5337	70			
35	5652	70			
35	5967	70			
35	6345	70			
35	6660	70			
35	6975	70			
35	7353	70			
35	7668	70			
35	7983	70			
35	8298	70			
35	10196	300			
35	10193	60			
35	10194	60			
235	171	72			
235	591	72			
235	1011	52			
235	1431	52			
235	1851	52			
235	2271	72			
235	2691	72			
235	3111	52			
235	3531	52			
235	3951	52			
235	4329	72			
235	4644	72			
235	4959	72			
235	5337	72			
235	5652	72			
235	5967	72			
235	6345	72			
235	6660	72			
235	6975	72			
235	7353	72			
235	7668	72			
235	7983	72			
235	8298	72			
235	10196	300			
235	10193	50			
235	10194	50			
335	171	74			
335	591	74			
335	1011	54			
335	1431	54			
335	1851	54			
335	2271	74			
335	2691	74			
335	3111	54			
335	3531	54			
335	3951	54			
335	4329	74			
335	4644	74			
335	4959	74			
335	5337	74			
335	5652	74			
335	5967	74			
335	6345	74			
335	6660	74			
335	6975	74			
335	7353	74			
335	7668	74			
335	7983	74			
335	8298	74			
335	10196	300			
335	10193	50			
335	10194	50			
435	171	76			
435	591	76			
435	1011	56			
435	1431	56			
435	1851	56			
435	2271	76			
435	2691	76			
435	3111	56			
435	3531	56			
435	3951	56			
435	4329	76			
435	4644	76			
435	4959	76			
435	5337	76			
435	5652	76			
435	5967	76			
435	6345	76			
435	6660	76			
435	6975	76			
435	7353	76			
435	7668	76			
435	7983	76			
435	8298	76			
435	10196	300			
435	10193	50			
435	10194	50			
535	171	78			
535	591	78			
535	1011	58			
535	1431	58			
535	1851	58			
535	2271	78			
535	2691	78			
535	3111	58			
535	3531	58			
535	3951	58			
535	4329	78			
535	4644	78			
535	4959	78			
535	5337	78			
535	5652	78			
535	5967	78			
535	6345	78			
535	6660	78			
535	6975	78			
535	7353	78			
535	7668	78			
535	7983	78			
535	8298	78			
535	10196	300			
535	10193	50			
535	10194	50			
635	171	80			
635	591	80			
635	1011	60			
635	1431	60			
635	1851	60			
635	2271	80			
635	2691	80			
635	3111	60			
635	3531	60			
635	3951	60			
635	4329	80			
635	4644	80			
635	4959	80			
635	5337	80			
635	5652	80			
635	5967	80			
635	6345	80			
635	6660	80			
635	6975	80			
635	7353	80			
635	7668	80			
635	7983	80			
635	8298	80			
635	10196	300			
635	10193	60			
635	10194	60			
36	171	50			
36	591	50			
36	1011	30			
36	1431	30			
36	1851	30			
36	2271	50			
36	2691	50			
36	3111	30			
36	3531	30			
36	3951	30			
36	4329	50			
36	4644	50			
36	4959	50			
36	5337	50			
36	5652	50			
36	5967	50			
36	6345	50			
36	6660	50			
36	6975	50			
36	7353	50			
36	7668	50			
36	7983	50			
36	8298	50			
36	10196	300			
36	10193	50			
36	10194	50			
236	171	52			
236	591	52			
236	1011	32			
236	1431	32			
236	1851	32			
236	2271	52			
236	2691	52			
236	3111	32			
236	3531	32			
236	3951	32			
236	4329	52			
236	4644	52			
236	4959	52			
236	5337	52			
236	5652	52			
236	5967	52			
236	6345	52			
236	6660	52			
236	6975	52			
236	7353	52			
236	7668	52			
236	7983	52			
236	8298	52			
236	10196	300			
236	10193	50			
236	10194	50			
336	171	54			
336	591	54			
336	1011	34			
336	1431	34			
336	1851	34			
336	2271	54			
336	2691	54			
336	3111	34			
336	3531	34			
336	3951	34			
336	4329	54			
336	4644	54			
336	4959	54			
336	5337	54			
336	5652	54			
336	5967	54			
336	6345	54			
336	6660	54			
336	6975	54			
336	7353	54			
336	7668	54			
336	7983	54			
336	8298	54			
336	10196	300			
336	10193	50			
336	10194	50			
436	171	56			
436	591	56			
436	1011	36			
436	1431	36			
436	1851	36			
436	2271	56			
436	2691	56			
436	3111	36			
436	3531	36			
436	3951	36			
436	4329	56			
436	4644	56			
436	4959	56			
436	5337	56			
436	5652	56			
436	5967	56			
436	6345	56			
436	6660	56			
436	6975	56			
436	7353	56			
436	7668	56			
436	7983	56			
436	8298	56			
436	10196	300			
436	10193	50			
436	10194	50			
536	171	58			
536	591	58			
536	1011	38			
536	1431	38			
536	1851	38			
536	2271	58			
536	2691	58			
536	3111	38			
536	3531	38			
536	3951	38			
536	4329	58			
536	4644	58			
536	4959	58			
536	5337	58			
536	5652	58			
536	5967	58			
536	6345	58			
536	6660	58			
536	6975	58			
536	7353	58			
536	7668	58			
536	7983	58			
536	8298	58			
536	10196	300			
536	10193	50			
536	10194	50			
636	171	60			
636	591	60			
636	1011	40			
636	1431	40			
636	1851	40			
636	2271	60			
636	2691	60			
636	3111	40			
636	3531	40			
636	3951	40			
636	4329	60			
636	4644	60			
636	4959	60			
636	5337	60			
636	5652	60			
636	5967	60			
636	6345	60			
636	6660	60			
636	6975	60			
636	7353	60			
636	7668	60			
636	7983	60			
636	8298	60			
636	10196	300			
636	10193	60			
636	10194	60			
37	171	90			
37	591	90			
37	1011	70			
37	1431	70			
37	1851	70			
37	2271	90			
37	2691	90			
37	3111	70			
37	3531	70			
37	3951	70			
37	4329	90			
37	4644	90			
37	4959	90			
37	5337	90			
37	5652	90			
37	5967	90			
37	6345	90			
37	6660	90			
37	6975	90			
37	7353	90			
37	7668	90			
37	7983	90			
37	8298	90			
37	10196	300			
37	10193	50			
37	10194	50			
237	171	92			
237	591	92			
237	1011	72			
237	1431	72			
237	1851	72			
237	2271	92			
237	2691	92			
237	3111	72			
237	3531	72			
237	3951	72			
237	4329	92			
237	4644	92			
237	4959	92			
237	5337	92			
237	5652	92			
237	5967	92			
237	6345	92			
237	6660	92			
237	6975	92			
237	7353	92			
237	7668	92			
237	7983	92			
237	8298	92			
237	10196	300			
237	10193	50			
237	10194	50			
337	171	94			
337	591	94			
337	1011	74			
337	1431	74			
337	1851	74			
337	2271	94			
337	2691	94			
337	3111	74			
337	3531	74			
337	3951	74			
337	4329	94			
337	4644	94			
337	4959	94			
337	5337	94			
337	5652	94			
337	5967	94			
337	6345	94			
337	6660	94			
337	6975	94			
337	7353	94			
337	7668	94			
337	7983	94			
337	8298	94			
337	10196	300			
337	10193	50			
337	10194	50			
437	171	96			
437	591	96			
437	1011	76			
437	1431	76			
437	1851	76			
437	2271	96			
437	2691	96			
437	3111	76			
437	3531	76			
437	3951	76			
437	4329	96			
437	4644	96			
437	4959	96			
437	5337	96			
437	5652	96			
437	5967	96			
437	6345	96			
437	6660	96			
437	6975	96			
437	7353	96			
437	7668	96			
437	7983	96			
437	8298	96			
437	10196	300			
437	10193	50			
437	10194	50			
537	171	98			
537	591	98			
537	1011	78			
537	1431	78			
537	1851	78			
537	2271	98			
537	2691	98			
537	3111	78			
537	3531	78			
537	3951	78			
537	4329	98			
537	4644	98			
537	4959	98			
537	5337	98			
537	5652	98			
537	5967	98			
537	6345	98			
537	6660	98			
537	6975	98			
537	7353	98			
537	7668	98			
537	7983	98			
537	8298	98			
537	10196	300			
537	10193	50			
537	10194	50			
637	171	100			
637	591	100			
637	1011	80			
637	1431	80			
637	1851	80			
637	2271	100			
637	2691	100			
637	3111	80			
637	3531	80			
637	3951	80			
637	4329	100			
637	4644	100			
637	4959	100			
637	5337	100			
637	5652	100			
637	5967	100			
637	6345	100			
637	6660	100			
637	6975	100			
637	7353	100			
637	7668	100			
637	7983	100			
637	8298	100			
637	10196	300			
637	10193	50			
637	10194	50			
38	172	50			
38	592	50			
38	1012	30			
38	1432	30			
38	1852	30			
38	2272	50			
38	2692	50			
38	3112	30			
38	3532	30			
38	3952	30			
38	4330	50			
38	4645	50			
38	4960	50			
38	5338	50			
38	5653	50			
38	5968	50			
38	6346	50			
38	6661	50			
38	6976	50			
38	7354	50			
38	7669	50			
38	7984	50			
38	8299	50			
38	10196	300			
38	10193	50			
38	10194	50			
238	172	52			
238	592	52			
238	1012	32			
238	1432	32			
238	1852	32			
238	2272	52			
238	2692	52			
238	3112	32			
238	3532	32			
238	3952	32			
238	4330	52			
238	4645	52			
238	4960	52			
238	5338	52			
238	5653	52			
238	5968	52			
238	6346	52			
238	6661	52			
238	6976	52			
238	7354	52			
238	7669	52			
238	7984	52			
238	8299	52			
238	10196	300			
238	10193	50			
238	10194	50			
338	172	54			
338	592	54			
338	1012	34			
338	1432	34			
338	1852	34			
338	2272	54			
338	2692	54			
338	3112	34			
338	3532	34			
338	3952	34			
338	4330	54			
338	4645	54			
338	4960	54			
338	5338	54			
338	5653	54			
338	5968	54			
338	6346	54			
338	6661	54			
338	6976	54			
338	7354	54			
338	7669	54			
338	7984	54			
338	8299	54			
338	10196	300			
338	10193	50			
338	10194	50			
438	172	56			
438	592	56			
438	1012	36			
438	1432	36			
438	1852	36			
438	2272	56			
438	2692	56			
438	3112	36			
438	3532	36			
438	3952	36			
438	4330	56			
438	4645	56			
438	4960	56			
438	5338	56			
438	5653	56			
438	5968	56			
438	6346	56			
438	6661	56			
438	6976	56			
438	7354	56			
438	7669	56			
438	7984	56			
438	8299	56			
438	10196	300			
438	10193	50			
438	10194	50			
538	172	58			
538	592	58			
538	1012	38			
538	1432	38			
538	1852	38			
538	2272	58			
538	2692	58			
538	3112	38			
538	3532	38			
538	3952	38			
538	4330	58			
538	4645	58			
538	4960	58			
538	5338	58			
538	5653	58			
538	5968	58			
538	6346	58			
538	6661	58			
538	6976	58			
538	7354	58			
538	7669	58			
538	7984	58			
538	8299	58			
538	10196	300			
538	10193	50			
538	10194	50			
638	172	60			
638	592	60			
638	1012	40			
638	1432	40			
638	1852	40			
638	2272	60			
638	2692	60			
638	3112	40			
638	3532	40			
638	3952	40			
638	4330	60			
638	4645	60			
638	4960	60			
638	5338	60			
638	5653	60			
638	5968	60			
638	6346	60			
638	6661	60			
638	6976	60			
638	7354	60			
638	7669	60			
638	7984	60			
638	8299	60			
638	10196	300			
638	10193	60			
638	10194	60			
39	173	88			
39	593	88			
39	1013	66			
39	1433	66			
39	1853	66			
39	2273	88			
39	2693	88			
39	3113	66			
39	3533	66			
39	3953	66			
39	4331	88			
39	4646	88			
39	4961	88			
39	5339	88			
39	5654	88			
39	5969	88			
39	6347	88			
39	6662	88			
39	6977	88			
39	7355	88			
39	7670	88			
39	7985	88			
39	8300	88			
39	10398	10			
39	10399	10			
39	10401	10			
39	10402	10			
39	10403	20			
39	10409	10			
39	10410	10			
39	10415	10			
39	10416	20			
39	10419	10			
39	10424	50			
39	10425	30			
39	10426	20			
39	10427	50			
39	10428	30			
39	10429	20			
39	10431	20			
39	10196	300			
39	10193	80			
39	10194	80			
239	173	91			
239	593	91			
239	1013	69			
239	1433	69			
239	1853	69			
239	2273	91			
239	2693	91			
239	3113	69			
239	3533	69			
239	3953	69			
239	4331	91			
239	4646	91			
239	4961	91			
239	5339	91			
239	5654	91			
239	5969	91			
239	6347	91			
239	6662	91			
239	6977	91			
239	7355	91			
239	7670	91			
239	7985	91			
239	8300	91			
239	10398	10			
239	10399	10			
239	10401	10			
239	10402	10			
239	10403	20			
239	10409	10			
239	10410	10			
239	10415	10			
239	10416	20			
239	10419	10			
239	10424	50			
239	10425	30			
239	10426	20			
239	10427	50			
239	10428	30			
239	10429	20			
239	10431	20			
239	10196	300			
239	10193	80			
239	10194	80			
339	173	93			
339	593	93			
339	1013	71			
339	1433	71			
339	1853	71			
339	2273	93			
339	2693	93			
339	3113	71			
339	3533	71			
339	3953	71			
339	4331	93			
339	4646	93			
339	4961	93			
339	5339	93			
339	5654	93			
339	5969	93			
339	6347	93			
339	6662	93			
339	6977	93			
339	7355	93			
339	7670	93			
339	7985	93			
339	8300	93			
339	10398	10			
339	10399	10			
339	10401	10			
339	10402	10			
339	10403	20			
339	10409	10			
339	10410	10			
339	10415	10			
339	10416	20			
339	10419	10			
339	10424	50			
339	10425	30			
339	10426	20			
339	10427	50			
339	10428	30			
339	10429	20			
339	10431	20			
339	10196	300			
339	10193	80			
339	10194	80			
439	173	95			
439	593	95			
439	1013	73			
439	1433	73			
439	1853	73			
439	2273	95			
439	2693	95			
439	3113	73			
439	3533	73			
439	3953	73			
439	4331	95			
439	4646	95			
439	4961	95			
439	5339	95			
439	5654	95			
439	5969	95			
439	6347	95			
439	6662	95			
439	6977	95			
439	7355	95			
439	7670	95			
439	7985	95			
439	8300	95			
439	10398	10			
439	10399	10			
439	10401	10			
439	10402	10			
439	10403	20			
439	10409	10			
439	10410	10			
439	10415	10			
439	10416	20			
439	10419	10			
439	10424	50			
439	10425	30			
439	10426	20			
439	10427	50			
439	10428	30			
439	10429	20			
439	10431	20			
439	10196	300			
439	10193	80			
439	10194	80			
539	173	97			
539	593	97			
539	1013	75			
539	1433	75			
539	1853	75			
539	2273	97			
539	2693	97			
539	3113	75			
539	3533	75			
539	3953	75			
539	4331	97			
539	4646	97			
539	4961	97			
539	5339	97			
539	5654	97			
539	5969	97			
539	6347	97			
539	6662	97			
539	6977	97			
539	7355	97			
539	7670	97			
539	7985	97			
539	8300	97			
539	10398	10			
539	10399	10			
539	10401	10			
539	10402	10			
539	10403	20			
539	10409	10			
539	10410	10			
539	10415	10			
539	10416	20			
539	10419	10			
539	10424	50			
539	10425	30			
539	10426	20			
539	10427	50			
539	10428	30			
539	10429	20			
539	10431	20			
539	10196	300			
539	10193	80			
539	10194	80			
639	173	99			
639	593	99			
639	1013	77			
639	1433	77			
639	1853	77			
639	2273	99			
639	2693	99			
639	3113	77			
639	3533	77			
639	3953	77			
639	4331	99			
639	4646	99			
639	4961	99			
639	5339	99			
639	5654	99			
639	5969	99			
639	6347	99			
639	6662	99			
639	6977	99			
639	7355	99			
639	7670	99			
639	7985	99			
639	8300	99			
639	10398	10			
639	10399	10			
639	10401	10			
639	10402	10			
639	10403	20			
639	10409	10			
639	10410	10			
639	10415	10			
639	10416	20			
639	10419	10			
639	10424	50			
639	10425	30			
639	10426	20			
639	10427	50			
639	10428	30			
639	10429	20			
639	10431	20			
639	10196	300			
639	10193	90			
639	10194	90			
40	173	99			
40	593	99			
40	1013	77			
40	1433	77			
40	1853	77			
40	2273	99			
40	2693	99			
40	3113	77			
40	3533	77			
40	3953	77			
40	4331	99			
40	4646	99			
40	4961	99			
40	5339	99			
40	5654	99			
40	5969	99			
40	6347	99			
40	6662	99			
40	6977	99			
40	7355	99			
40	7670	99			
40	7985	99			
40	8300	99			
40	10398	10			
40	10399	10			
40	10401	10			
40	10402	10			
40	10403	20			
40	10409	10			
40	10410	10			
40	10415	10			
40	10416	20			
40	10419	10			
40	10424	50			
40	10425	30			
40	10426	20			
40	10427	50			
40	10428	30			
40	10429	20			
40	10431	20			
40	10196	300			
40	10193	80			
40	10194	80			
240	173	102			
240	593	102			
240	1013	80			
240	1433	80			
240	1853	80			
240	2273	102			
240	2693	102			
240	3113	80			
240	3533	80			
240	3953	80			
240	4331	102			
240	4646	102			
240	4961	102			
240	5339	102			
240	5654	102			
240	5969	102			
240	6347	102			
240	6662	102			
240	6977	102			
240	7355	102			
240	7670	102			
240	7985	102			
240	8300	102			
240	10398	10			
240	10399	10			
240	10401	10			
240	10402	10			
240	10403	20			
240	10409	10			
240	10410	10			
240	10415	10			
240	10416	20			
240	10419	10			
240	10424	50			
240	10425	30			
240	10426	20			
240	10427	50			
240	10428	30			
240	10429	20			
240	10431	20			
240	10196	300			
240	10193	80			
240	10194	80			
340	173	104			
340	593	104			
340	1013	82			
340	1433	82			
340	1853	82			
340	2273	104			
340	2693	104			
340	3113	82			
340	3533	82			
340	3953	82			
340	4331	104			
340	4646	104			
340	4961	104			
340	5339	104			
340	5654	104			
340	5969	104			
340	6347	104			
340	6662	104			
340	6977	104			
340	7355	104			
340	7670	104			
340	7985	104			
340	8300	104			
340	10398	10			
340	10399	10			
340	10401	10			
340	10402	10			
340	10403	20			
340	10409	10			
340	10410	10			
340	10415	10			
340	10416	20			
340	10419	10			
340	10424	50			
340	10425	30			
340	10426	20			
340	10427	50			
340	10428	30			
340	10429	20			
340	10431	20			
340	10196	300			
340	10193	80			
340	10194	80			
440	173	106			
440	593	106			
440	1013	84			
440	1433	84			
440	1853	84			
440	2273	106			
440	2693	106			
440	3113	84			
440	3533	84			
440	3953	84			
440	4331	106			
440	4646	106			
440	4961	106			
440	5339	106			
440	5654	106			
440	5969	106			
440	6347	106			
440	6662	106			
440	6977	106			
440	7355	106			
440	7670	106			
440	7985	106			
440	8300	106			
440	10398	10			
440	10399	10			
440	10401	10			
440	10402	10			
440	10403	20			
440	10409	10			
440	10410	10			
440	10415	10			
440	10416	20			
440	10419	10			
440	10424	50			
440	10425	30			
440	10426	20			
440	10427	50			
440	10428	30			
440	10429	20			
440	10431	20			
440	10196	300			
440	10193	80			
440	10194	80			
540	173	108			
540	593	108			
540	1013	86			
540	1433	86			
540	1853	86			
540	2273	108			
540	2693	108			
540	3113	86			
540	3533	86			
540	3953	86			
540	4331	108			
540	4646	108			
540	4961	108			
540	5339	108			
540	5654	108			
540	5969	108			
540	6347	108			
540	6662	108			
540	6977	108			
540	7355	108			
540	7670	108			
540	7985	108			
540	8300	108			
540	10398	10			
540	10399	10			
540	10401	10			
540	10402	10			
540	10403	20			
540	10409	10			
540	10410	10			
540	10415	10			
540	10416	20			
540	10419	10			
540	10424	50			
540	10425	30			
540	10426	20			
540	10427	50			
540	10428	30			
540	10429	20			
540	10431	20			
540	10196	300			
540	10193	80			
540	10194	80			
640	173	110			
640	593	110			
640	1013	88			
640	1433	88			
640	1853	88			
640	2273	110			
640	2693	110			
640	3113	88			
640	3533	88			
640	3953	88			
640	4331	110			
640	4646	110			
640	4961	110			
640	5339	110			
640	5654	110			
640	5969	110			
640	6347	110			
640	6662	110			
640	6977	110			
640	7355	110			
640	7670	110			
640	7985	110			
640	8300	110			
640	10398	10			
640	10399	10			
640	10401	10			
640	10402	10			
640	10403	20			
640	10409	10			
640	10410	10			
640	10415	10			
640	10416	20			
640	10419	10			
640	10424	50			
640	10425	30			
640	10426	20			
640	10427	50			
640	10428	30			
640	10429	20			
640	10431	20			
640	10196	300			
640	10193	90			
640	10194	90			
41	174	88			
41	594	88			
41	1014	66			
41	1434	66			
41	1854	66			
41	2274	88			
41	2694	88			
41	3114	66			
41	3534	66			
41	3954	66			
41	4332	88			
41	4647	88			
41	4962	88			
41	5340	88			
41	5655	88			
41	5970	88			
41	6348	88			
41	6663	88			
41	6978	88			
41	7356	88			
41	7671	88			
41	7986	88			
41	8301	88			
41	10398	10			
41	10399	10			
41	10401	10			
41	10402	10			
41	10403	20			
41	10409	10			
41	10410	10			
41	10415	10			
41	10416	20			
41	10419	10			
41	10424	50			
41	10425	30			
41	10426	20			
41	10427	50			
41	10428	30			
41	10429	20			
41	10431	20			
41	10196	300			
41	10193	80			
41	10194	80			
241	174	91			
241	594	91			
241	1014	69			
241	1434	69			
241	1854	69			
241	2274	91			
241	2694	91			
241	3114	69			
241	3534	69			
241	3954	69			
241	4332	91			
241	4647	91			
241	4962	91			
241	5340	91			
241	5655	91			
241	5970	91			
241	6348	91			
241	6663	91			
241	6978	91			
241	7356	91			
241	7671	91			
241	7986	91			
241	8301	91			
241	10398	10			
241	10399	10			
241	10401	10			
241	10402	10			
241	10403	20			
241	10409	10			
241	10410	10			
241	10415	10			
241	10416	20			
241	10419	10			
241	10424	50			
241	10425	30			
241	10426	20			
241	10427	50			
241	10428	30			
241	10429	20			
241	10431	20			
241	10196	300			
241	10193	80			
241	10194	80			
341	174	93			
341	594	93			
341	1014	71			
341	1434	71			
341	1854	71			
341	2274	93			
341	2694	93			
341	3114	71			
341	3534	71			
341	3954	71			
341	4332	93			
341	4647	93			
341	4962	93			
341	5340	93			
341	5655	93			
341	5970	93			
341	6348	93			
341	6663	93			
341	6978	93			
341	7356	93			
341	7671	93			
341	7986	93			
341	8301	93			
341	10398	10			
341	10399	10			
341	10401	10			
341	10402	10			
341	10403	20			
341	10409	10			
341	10410	10			
341	10415	10			
341	10416	20			
341	10419	10			
341	10424	50			
341	10425	30			
341	10426	20			
341	10427	50			
341	10428	30			
341	10429	20			
341	10431	20			
341	10196	300			
341	10193	80			
341	10194	80			
441	174	95			
441	594	95			
441	1014	73			
441	1434	73			
