;	Item Numb	English	Korean Name	Type	Level	최소공격	최대공격	최소마법	최대마법	슬롯갯수	확률	착용직업	공격 범위	내구력	내구력경험치	공격속도	아이템속성	아이템성향	아이템무게	필요힘	필요지혜	필요민첩	필요카리스마	수리가격	판매가격	구입가격	힘+	지혜+	민첩+	카리스마+	체력+	마나+	물리데미지+	마법데미지+	방어력+	마법저항+	근거리	원거리	흑마법	백마법	힘-	지혜-	민첩-	카리스마-	체력-	마나-	물리데미지	마법데미지	방어력	마법저항	근거리	원거리	흑마법	백마법	남자이미지	2	3	4	5	남자스킨	여자이미지	2	3	4	5	여자스킨		
11043	18	+18 레드나이트부츠	+18 레드나이트부츠	34	5	510	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6301	31505	157524	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_b033_1.mod	Ma_boo_b033_2.mod	Ma_boo_b033_3.mod	Ma_boo_b033.tga	Ma_boo_b033.tga	0	Fe_boo_b035_1.mod	Fe_boo_b035_2.mod	Fe_boo_b035_3.mod	Fe_boo_b035.tga	Fe_boo_b035.tga	0	466	178
11044	19	+19 레드나이트부츠	+19 레드나이트부츠	34	5	578	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6617	33081	165401	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_b033_1.mod	Ma_boo_b033_2.mod	Ma_boo_b033_3.mod	Ma_boo_b033.tga	Ma_boo_b033.tga	0	Fe_boo_b035_1.mod	Fe_boo_b035_2.mod	Fe_boo_b035_3.mod	Fe_boo_b035.tga	Fe_boo_b035.tga	0	534	205
11045	20	+20 레드나이트부츠	+20 레드나이트부츠	34	5	655	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6947	34735	173672	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_b033_1.mod	Ma_boo_b033_2.mod	Ma_boo_b033_3.mod	Ma_boo_b033.tga	Ma_boo_b033.tga	0	Fe_boo_b035_1.mod	Fe_boo_b035_2.mod	Fe_boo_b035_3.mod	Fe_boo_b035.tga	Fe_boo_b035.tga	0	611	234
11046	0	레드헌터부츠	레드헌터부츠	35	5	30	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2576	12879	64392	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_b039_1.mod	Ma_boo_b039_2.mod	Ma_boo_b039_3.mod	Ma_boo_b039.tga	Ma_boo_b039.tga	0	Fe_boo_b038_1.mod	Fe_boo_b038_2.mod	Fe_boo_b038_3.mod	Fe_boo_b038.tga	Fe_boo_b038.tga	0	0	0
11047	1	+1 레드헌터부츠	+1 레드헌터부츠	35	5	32	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2705	13523	67612	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_b039_1.mod	Ma_boo_b039_2.mod	Ma_boo_b039_3.mod	Ma_boo_b039.tga	Ma_boo_b039.tga	0	Fe_boo_b038_1.mod	Fe_boo_b038_2.mod	Fe_boo_b038_3.mod	Fe_boo_b038.tga	Fe_boo_b038.tga	0	2	1
11048	2	+2 레드헌터부츠	+2 레드헌터부츠	35	5	34	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2840	14199	70993	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_b039_1.mod	Ma_boo_b039_2.mod	Ma_boo_b039_3.mod	Ma_boo_b039.tga	Ma_boo_b039.tga	0	Fe_boo_b038_1.mod	Fe_boo_b038_2.mod	Fe_boo_b038_3.mod	Fe_boo_b038.tga	Fe_boo_b038.tga	0	4	3
11049	3	+3 레드헌터부츠	+3 레드헌터부츠	35	5	44	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2982	14909	74543	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_b039_1.mod	Ma_boo_b039_2.mod	Ma_boo_b039_3.mod	Ma_boo_b039.tga	Ma_boo_b039.tga	0	Fe_boo_b038_1.mod	Fe_boo_b038_2.mod	Fe_boo_b038_3.mod	Fe_boo_b038.tga	Fe_boo_b038.tga	0	14	10
11050	4	+4 레드헌터부츠	+4 레드헌터부츠	35	5	49	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3131	15655	78271	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_b039_1.mod	Ma_boo_b039_2.mod	Ma_boo_b039_3.mod	Ma_boo_b039.tga	Ma_boo_b039.tga	0	Fe_boo_b038_1.mod	Fe_boo_b038_2.mod	Fe_boo_b038_3.mod	Fe_boo_b038.tga	Fe_boo_b038.tga	0	19	13
11051	5	+5 레드헌터부츠	+5 레드헌터부츠	35	5	53	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3288	16437	82185	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_b039_1.mod	Ma_boo_b039_2.mod	Ma_boo_b039_3.mod	Ma_boo_b039.tga	Ma_boo_b039.tga	0	Fe_boo_b038_1.mod	Fe_boo_b038_2.mod	Fe_boo_b038_3.mod	Fe_boo_b038.tga	Fe_boo_b038.tga	0	23	15
11052	6	+6 레드헌터부츠	+6 레드헌터부츠	35	5	67	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3452	17259	86295	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_b039_1.mod	Ma_boo_b039_2.mod	Ma_boo_b039_3.mod	Ma_boo_b039.tga	Ma_boo_b039.tga	0	Fe_boo_b038_1.mod	Fe_boo_b038_2.mod	Fe_boo_b038_3.mod	Fe_boo_b038.tga	Fe_boo_b038.tga	0	37	25
11053	7	+7 레드헌터부츠	+7 레드헌터부츠	35	5	76	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3625	18122	90610	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_b039_1.mod	Ma_boo_b039_2.mod	Ma_boo_b039_3.mod	Ma_boo_b039.tga	Ma_boo_b039.tga	0	Fe_boo_b038_1.mod	Fe_boo_b038_2.mod	Fe_boo_b038_3.mod	Fe_boo_b038.tga	Fe_boo_b038.tga	0	46	31
11054	8	+8 레드헌터부츠	+8 레드헌터부츠	35	5	92	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3806	19029	95141	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_b039_1.mod	Ma_boo_b039_2.mod	Ma_boo_b039_3.mod	Ma_boo_b039.tga	Ma_boo_b039.tga	0	Fe_boo_b038_1.mod	Fe_boo_b038_2.mod	Fe_boo_b038_3.mod	Fe_boo_b038.tga	Fe_boo_b038.tga	0	62	43
11055	9	+9 레드헌터부츠	+9 레드헌터부츠	35	5	109	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3996	19980	99899	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_b039_1.mod	Ma_boo_b039_2.mod	Ma_boo_b039_3.mod	Ma_boo_b039.tga	Ma_boo_b039.tga	0	Fe_boo_b038_1.mod	Fe_boo_b038_2.mod	Fe_boo_b038_3.mod	Fe_boo_b038.tga	Fe_boo_b038.tga	0	79	54
11056	10	+10 레드헌터부츠	+10 레드헌터부츠	35	5	130	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4196	20979	104894	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_b039_1.mod	Ma_boo_b039_2.mod	Ma_boo_b039_3.mod	Ma_boo_b039.tga	Ma_boo_b039.tga	0	Fe_boo_b038_1.mod	Fe_boo_b038_2.mod	Fe_boo_b038_3.mod	Fe_boo_b038.tga	Fe_boo_b038.tga	0	100	68
11057	11	+11 레드헌터부츠	+11 레드헌터부츠	35	5	152	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4406	22028	110139	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_b039_1.mod	Ma_boo_b039_2.mod	Ma_boo_b039_3.mod	Ma_boo_b039.tga	Ma_boo_b039.tga	0	Fe_boo_b038_1.mod	Fe_boo_b038_2.mod	Fe_boo_b038_3.mod	Fe_boo_b038.tga	Fe_boo_b038.tga	0	122	83
11058	12	+12 레드헌터부츠	+12 레드헌터부츠	35	5	176	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4626	23130	115646	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_b039_1.mod	Ma_boo_b039_2.mod	Ma_boo_b039_3.mod	Ma_boo_b039.tga	Ma_boo_b039.tga	0	Fe_boo_b038_1.mod	Fe_boo_b038_2.mod	Fe_boo_b038_3.mod	Fe_boo_b038.tga	Fe_boo_b038.tga	0	146	100
11059	13	+13 레드헌터부츠	+13 레드헌터부츠	35	5	205	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4858	24286	121429	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_b039_1.mod	Ma_boo_b039_2.mod	Ma_boo_b039_3.mod	Ma_boo_b039.tga	Ma_boo_b039.tga	0	Fe_boo_b038_1.mod	Fe_boo_b038_2.mod	Fe_boo_b038_3.mod	Fe_boo_b038.tga	Fe_boo_b038.tga	0	175	119
11060	14	+14 레드헌터부츠	+14 레드헌터부츠	35	5	233	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5101	25501	127501	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_b039_1.mod	Ma_boo_b039_2.mod	Ma_boo_b039_3.mod	Ma_boo_b039.tga	Ma_boo_b039.tga	0	Fe_boo_b038_1.mod	Fe_boo_b038_2.mod	Fe_boo_b038_3.mod	Fe_boo_b038.tga	Fe_boo_b038.tga	0	203	139
11061	15	+15 레드헌터부츠	+15 레드헌터부츠	35	5	266	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5356	26776	133877	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_b039_1.mod	Ma_boo_b039_2.mod	Ma_boo_b039_3.mod	Ma_boo_b039.tga	Ma_boo_b039.tga	0	Fe_boo_b038_1.mod	Fe_boo_b038_2.mod	Fe_boo_b038_3.mod	Fe_boo_b038.tga	Fe_boo_b038.tga	0	236	161
11062	16	+16 레드헌터부츠	+16 레드헌터부츠	35	5	303	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5623	28115	140571	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_b039_1.mod	Ma_boo_b039_2.mod	Ma_boo_b039_3.mod	Ma_boo_b039.tga	Ma_boo_b039.tga	0	Fe_boo_b038_1.mod	Fe_boo_b038_2.mod	Fe_boo_b038_3.mod	Fe_boo_b038.tga	Fe_boo_b038.tga	0	273	187
11063	17	+17 레드헌터부츠	+17 레드헌터부츠	35	5	343	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5904	29520	147600	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_b039_1.mod	Ma_boo_b039_2.mod	Ma_boo_b039_3.mod	Ma_boo_b039.tga	Ma_boo_b039.tga	0	Fe_boo_b038_1.mod	Fe_boo_b038_2.mod	Fe_boo_b038_3.mod	Fe_boo_b038.tga	Fe_boo_b038.tga	0	313	214
11064	18	+18 레드헌터부츠	+18 레드헌터부츠	35	5	390	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6200	30996	154980	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_b039_1.mod	Ma_boo_b039_2.mod	Ma_boo_b039_3.mod	Ma_boo_b039.tga	Ma_boo_b039.tga	0	Fe_boo_b038_1.mod	Fe_boo_b038_2.mod	Fe_boo_b038_3.mod	Fe_boo_b038.tga	Fe_boo_b038.tga	0	360	246
11065	19	+19 레드헌터부츠	+19 레드헌터부츠	35	5	443	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6510	32546	162729	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_b039_1.mod	Ma_boo_b039_2.mod	Ma_boo_b039_3.mod	Ma_boo_b039.tga	Ma_boo_b039.tga	0	Fe_boo_b038_1.mod	Fe_boo_b038_2.mod	Fe_boo_b038_3.mod	Fe_boo_b038.tga	Fe_boo_b038.tga	0	413	282
11066	20	+20 레드헌터부츠	+20 레드헌터부츠	35	5	503	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6835	34174	170866	0	0	0	0	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_b039_1.mod	Ma_boo_b039_2.mod	Ma_boo_b039_3.mod	Ma_boo_b039.tga	Ma_boo_b039.tga	0	Fe_boo_b038_1.mod	Fe_boo_b038_2.mod	Fe_boo_b038_3.mod	Fe_boo_b038.tga	Fe_boo_b038.tga	0	473	323
11067	0	대지의정령부츠	대지의정령부츠	36	5	21	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2576	12879	64392	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_c021_1.mod	Ma_boo_c021_2.mod	Ma_boo_c021_3.mod	Ma_boo_c021.tga	Ma_boo_c021.tga	0	Fe_boo_c027_1.mod	Fe_boo_c027_2.mod	Fe_boo_c027_3.mod	Fe_boo_c027.tga	Fe_boo_c027.tga	0	0	0
11068	1	+1 대지의정령부츠	+1 대지의정령부츠	36	5	23	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2705	13523	67612	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_c021_1.mod	Ma_boo_c021_2.mod	Ma_boo_c021_3.mod	Ma_boo_c021.tga	Ma_boo_c021.tga	0	Fe_boo_c027_1.mod	Fe_boo_c027_2.mod	Fe_boo_c027_3.mod	Fe_boo_c027.tga	Fe_boo_c027.tga	0	2	0
11069	2	+2 대지의정령부츠	+2 대지의정령부츠	36	5	25	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2840	14199	70993	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_c021_1.mod	Ma_boo_c021_2.mod	Ma_boo_c021_3.mod	Ma_boo_c021.tga	Ma_boo_c021.tga	0	Fe_boo_c027_1.mod	Fe_boo_c027_2.mod	Fe_boo_c027_3.mod	Fe_boo_c027.tga	Fe_boo_c027.tga	0	4	2
11070	3	+3 대지의정령부츠	+3 대지의정령부츠	36	5	34	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2982	14909	74543	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_c021_1.mod	Ma_boo_c021_2.mod	Ma_boo_c021_3.mod	Ma_boo_c021.tga	Ma_boo_c021.tga	0	Fe_boo_c027_1.mod	Fe_boo_c027_2.mod	Fe_boo_c027_3.mod	Fe_boo_c027.tga	Fe_boo_c027.tga	0	13	4
11071	4	+4 대지의정령부츠	+4 대지의정령부츠	36	5	38	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3131	15655	78271	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_c021_1.mod	Ma_boo_c021_2.mod	Ma_boo_c021_3.mod	Ma_boo_c021.tga	Ma_boo_c021.tga	0	Fe_boo_c027_1.mod	Fe_boo_c027_2.mod	Fe_boo_c027_3.mod	Fe_boo_c027.tga	Fe_boo_c027.tga	0	17	14
11072	5	+5 대지의정령부츠	+5 대지의정령부츠	36	5	41	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3288	16437	82185	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_c021_1.mod	Ma_boo_c021_2.mod	Ma_boo_c021_3.mod	Ma_boo_c021.tga	Ma_boo_c021.tga	0	Fe_boo_c027_1.mod	Fe_boo_c027_2.mod	Fe_boo_c027_3.mod	Fe_boo_c027.tga	Fe_boo_c027.tga	0	20	21
11073	6	+6 대지의정령부츠	+6 대지의정령부츠	36	5	53	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3452	17259	86295	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_c021_1.mod	Ma_boo_c021_2.mod	Ma_boo_c021_3.mod	Ma_boo_c021.tga	Ma_boo_c021.tga	0	Fe_boo_c027_1.mod	Fe_boo_c027_2.mod	Fe_boo_c027_3.mod	Fe_boo_c027.tga	Fe_boo_c027.tga	0	32	28
11074	7	+7 대지의정령부츠	+7 대지의정령부츠	36	5	60	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3625	18122	90610	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_c021_1.mod	Ma_boo_c021_2.mod	Ma_boo_c021_3.mod	Ma_boo_c021.tga	Ma_boo_c021.tga	0	Fe_boo_c027_1.mod	Fe_boo_c027_2.mod	Fe_boo_c027_3.mod	Fe_boo_c027.tga	Fe_boo_c027.tga	0	39	39
11075	8	+8 대지의정령부츠	+8 대지의정령부츠	36	5	73	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3806	19029	95141	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_c021_1.mod	Ma_boo_c021_2.mod	Ma_boo_c021_3.mod	Ma_boo_c021.tga	Ma_boo_c021.tga	0	Fe_boo_c027_1.mod	Fe_boo_c027_2.mod	Fe_boo_c027_3.mod	Fe_boo_c027.tga	Fe_boo_c027.tga	0	52	51
11076	9	+9 대지의정령부츠	+9 대지의정령부츠	36	5	87	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3996	19980	99899	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_c021_1.mod	Ma_boo_c021_2.mod	Ma_boo_c021_3.mod	Ma_boo_c021.tga	Ma_boo_c021.tga	0	Fe_boo_c027_1.mod	Fe_boo_c027_2.mod	Fe_boo_c027_3.mod	Fe_boo_c027.tga	Fe_boo_c027.tga	0	66	64
11077	10	+10 대지의정령부츠	+10 대지의정령부츠	36	5	104	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4196	20979	104894	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_c021_1.mod	Ma_boo_c021_2.mod	Ma_boo_c021_3.mod	Ma_boo_c021.tga	Ma_boo_c021.tga	0	Fe_boo_c027_1.mod	Fe_boo_c027_2.mod	Fe_boo_c027_3.mod	Fe_boo_c027.tga	Fe_boo_c027.tga	0	83	80
11078	11	+11 대지의정령부츠	+11 대지의정령부츠	36	5	122	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4406	22028	110139	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_c021_1.mod	Ma_boo_c021_2.mod	Ma_boo_c021_3.mod	Ma_boo_c021.tga	Ma_boo_c021.tga	0	Fe_boo_c027_1.mod	Fe_boo_c027_2.mod	Fe_boo_c027_3.mod	Fe_boo_c027.tga	Fe_boo_c027.tga	0	101	97
11079	12	+12 대지의정령부츠	+12 대지의정령부츠	36	5	142	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4626	23130	115646	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_c021_1.mod	Ma_boo_c021_2.mod	Ma_boo_c021_3.mod	Ma_boo_c021.tga	Ma_boo_c021.tga	0	Fe_boo_c027_1.mod	Fe_boo_c027_2.mod	Fe_boo_c027_3.mod	Fe_boo_c027.tga	Fe_boo_c027.tga	0	121	115
11080	13	+13 대지의정령부츠	+13 대지의정령부츠	36	5	166	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4858	24286	121429	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_c021_1.mod	Ma_boo_c021_2.mod	Ma_boo_c021_3.mod	Ma_boo_c021.tga	Ma_boo_c021.tga	0	Fe_boo_c027_1.mod	Fe_boo_c027_2.mod	Fe_boo_c027_3.mod	Fe_boo_c027.tga	Fe_boo_c027.tga	0	145	134
11081	14	+14 대지의정령부츠	+14 대지의정령부츠	36	5	190	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5101	25501	127501	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_c021_1.mod	Ma_boo_c021_2.mod	Ma_boo_c021_3.mod	Ma_boo_c021.tga	Ma_boo_c021.tga	0	Fe_boo_c027_1.mod	Fe_boo_c027_2.mod	Fe_boo_c027_3.mod	Fe_boo_c027.tga	Fe_boo_c027.tga	0	169	156
11082	15	+15 대지의정령부츠	+15 대지의정령부츠	36	5	216	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5356	26776	133877	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_c021_1.mod	Ma_boo_c021_2.mod	Ma_boo_c021_3.mod	Ma_boo_c021.tga	Ma_boo_c021.tga	0	Fe_boo_c027_1.mod	Fe_boo_c027_2.mod	Fe_boo_c027_3.mod	Fe_boo_c027.tga	Fe_boo_c027.tga	0	195	177
11083	16	+16 대지의정령부츠	+16 대지의정령부츠	36	5	247	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5623	28115	140571	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_c021_1.mod	Ma_boo_c021_2.mod	Ma_boo_c021_3.mod	Ma_boo_c021.tga	Ma_boo_c021.tga	0	Fe_boo_c027_1.mod	Fe_boo_c027_2.mod	Fe_boo_c027_3.mod	Fe_boo_c027.tga	Fe_boo_c027.tga	0	226	202
11084	17	+17 대지의정령부츠	+17 대지의정령부츠	36	5	280	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5904	29520	147600	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_c021_1.mod	Ma_boo_c021_2.mod	Ma_boo_c021_3.mod	Ma_boo_c021.tga	Ma_boo_c021.tga	0	Fe_boo_c027_1.mod	Fe_boo_c027_2.mod	Fe_boo_c027_3.mod	Fe_boo_c027.tga	Fe_boo_c027.tga	0	259	226
11085	18	+18 대지의정령부츠	+18 대지의정령부츠	36	5	319	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6200	30996	154980	0	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_c021_1.mod	Ma_boo_c021_2.mod	Ma_boo_c021_3.mod	Ma_boo_c021.tga	Ma_boo_c021.tga	0	Fe_boo_c027_1.mod	Fe_boo_c027_2.mod	Fe_boo_c027_3.mod	Fe_boo_c027.tga	Fe_boo_c027.tga	0	298	255
11086	19	+19 대지의정령부츠	+19 대지의정령부츠	36	5	362	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6510	32546	162729	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_c021_1.mod	Ma_boo_c021_2.mod	Ma_boo_c021_3.mod	Ma_boo_c021.tga	Ma_boo_c021.tga	0	Fe_boo_c027_1.mod	Fe_boo_c027_2.mod	Fe_boo_c027_3.mod	Fe_boo_c027.tga	Fe_boo_c027.tga	0	341	284
11087	20	+20 대지의정령부츠	+20 대지의정령부츠	36	5	412	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6835	34174	170866	0	0	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_c021_1.mod	Ma_boo_c021_2.mod	Ma_boo_c021_3.mod	Ma_boo_c021.tga	Ma_boo_c021.tga	0	Fe_boo_c027_1.mod	Fe_boo_c027_2.mod	Fe_boo_c027_3.mod	Fe_boo_c027.tga	Fe_boo_c027.tga	0	391	314
11088	0	블랙나이트부츠	블랙나이트부츠	34	6	49	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3109	15545	77721	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_b032_1.mod	Ma_boo_b032_2.mod	Ma_boo_b032_3.mod	Ma_boo_b032.tga	Ma_boo_b032.tga	0	Fe_boo_b034_1.mod	Fe_boo_b034_2.mod	Fe_boo_b034_3.mod	Fe_boo_b034.tga	Fe_boo_b034.tga	0	0	0
11089	1	+1 블랙나이트부츠	+1 블랙나이트부츠	34	6	51	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3265	16322	81608	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_b032_1.mod	Ma_boo_b032_2.mod	Ma_boo_b032_3.mod	Ma_boo_b032.tga	Ma_boo_b032.tga	0	Fe_boo_b034_1.mod	Fe_boo_b034_2.mod	Fe_boo_b034_3.mod	Fe_boo_b034.tga	Fe_boo_b034.tga	0	2	1
11090	2	+2 블랙나이트부츠	+2 블랙나이트부츠	34	6	53	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3428	17138	85689	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ma_boo_b032_1.mod	Ma_boo_b032_2.mod	Ma_boo_b032_3.mod	Ma_boo_b032.tga	Ma_boo_b032.tga	0	Fe_boo_b034_1.mod	Fe_boo_b034_2.mod	Fe_boo_b034_3.mod	Fe_boo_b034.tga	Fe_boo_b034.tga	0	4	2
