;	아이템번호	한글이름	영문	종류	레벨	최소공격	최대공격	최소마법	최대마법	슬롯갯수	확률	착용직업	공격 범위	내구력	내구력경험치	공격속도	아이템속성	아이템성향	아이템무게	필요힘	필요지혜	필요민첩	필요카리스마	수리가격	판매가격	구입가격	힘+	지혜+	민첩+	카리스마+	체력+	마나+	물리데미지+	마법데미지+	방어력+	마법저항+	근거리	원거리	흑마법	백마법	힘-	지혜-	민첩-	카리스마-	체력-	마나-	물리데미지	마법데미지	방어력	마법저항	근거리	원거리	흑마법	백마법	남자이미지	2	3	4	5	남자스킨	여자이미지	2	3	4	5	여자스킨		
13240	4	+4 파워레드나이트스피어	+4 레드나이트스피어	16	1	179	205	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	635	6350	12680	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	0	0
13241	5	+5 파워레드나이트스피어	+5 레드나이트스피어	16	1	189	216	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	953	9530	19020	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	0	0
13242	6	+6 파워레드나이트스피어	+6 레드나이트스피어	16	1	237	271	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1430	14300	28530	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	0	0
13243	7	+7 파워레드나이트스피어	+7 레드나이트스피어	16	1	262	300	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2145	21450	42800	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	0	0
13244	8	+8 파워레드나이트스피어	+8 레드나이트스피어	16	1	309	353	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3218	32180	64200	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	0	0
13245	9	+9 파워레드나이트스피어	+9 레드나이트스피어	16	1	366	417	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4827	48270	96300	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	0	0
13246	10	+10 파워레드나이트스피어	+10 레드나이트스피어	16	1	432	492	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7241	72410	144450	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	0	0
13247	11	+11 파워레드나이트스피어	+11 레드나이트스피어	16	1	500	569	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10862	108620	216680	0	0	0	0	0	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	0	0
13248	12	+12 파워레드나이트스피어	+12 레드나이트스피어	16	1	578	657	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	16293	162930	325020	0	0	0	0	0	0	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	0	0
13249	13	+13 파워레드나이트스피어	+13 레드나이트스피어	16	1	667	758	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	24440	244400	487530	0	0	0	0	0	0	543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	0	0
13250	14	+14 파워레드나이트스피어	+14 레드나이트스피어	16	1	759	862	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	36660	366600	731300	0	0	0	0	0	0	635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	0	0
13251	15	+15 파워레드나이트스피어	+15 레드나이트스피어	16	1	859	975	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	54990	549900	1096950	0	0	0	0	0	0	735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	0	0
13252	16	+16 파워레드나이트스피어	+16 레드나이트스피어	16	1	974	1106	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	82485	824850	1645430	0	0	0	0	0	0	850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	0	0
13253	17	+17 파워레드나이트스피어	+17 레드나이트스피어	16	1	1105	1253	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	123728	1237280	2468150	0	0	0	0	0	0	981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	0	0
13254	18	+18 파워레드나이트스피어	+18 레드나이트스피어	16	1	1251	1419	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	185592	1855920	3702230	0	0	0	0	0	0	1127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	0	0
13255	19	+19 파워레드나이트스피어	+19 레드나이트스피어	16	1	1417	1606	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	278388	2783880	5553350	0	0	0	0	0	0	1293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	0	0
13256	20	+20 파워레드나이트스피어	+20 레드나이트스피어	16	1	1604	1817	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	417582	4175820	8330030	0	0	0	0	0	0	1480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	wp_0028_1.mod	wp_0028_2.mod	wp_0028_3.mod	wp_0028.tga	wp_0028.tga	0	0	0
13257	0	파워블랙나이트스피어	블랙나이트스피어	16	1	163	183	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	188	1875	3750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	0	0
13258	1	+1 파워블랙나이트스피어	+1 블랙나이트스피어	16	1	166	186	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	282	2820	5630	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	0	0
13259	2	+2 파워블랙나이트스피어	+2 블랙나이트스피어	16	1	171	191	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	423	4230	8450	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	0	0
13260	3	+3 파워블랙나이트스피어	+3 블랙나이트스피어	16	1	217	242	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	635	6350	12680	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	0	0
13261	4	+4 파워블랙나이트스피어	+4 블랙나이트스피어	16	1	232	258	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	953	9530	19020	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	0	0
13262	5	+5 파워블랙나이트스피어	+5 블랙나이트스피어	16	1	248	275	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1430	14300	28530	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	0	0
13263	6	+6 파워블랙나이트스피어	+6 블랙나이트스피어	16	1	306	340	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2145	21450	42800	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	0	0
13264	7	+7 파워블랙나이트스피어	+7 블랙나이트스피어	16	1	342	379	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3218	32180	64200	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	0	0
13265	8	+8 파워블랙나이트스피어	+8 블랙나이트스피어	16	1	404	448	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4827	48270	96300	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	0	0
13266	9	+9 파워블랙나이트스피어	+9 블랙나이트스피어	16	1	477	528	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7241	72410	144450	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	0	0
13267	10	+10 파워블랙나이트스피어	+10 블랙나이트스피어	16	1	562	622	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10862	108620	216680	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	0	0
13268	11	+11 파워블랙나이트스피어	+11 블랙나이트스피어	16	1	649	718	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	16293	162930	325020	0	0	0	0	0	0	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	0	0
13269	12	+12 파워블랙나이트스피어	+12 블랙나이트스피어	16	1	751	830	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	24440	244400	487530	0	0	0	0	0	0	588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	0	0
13270	13	+13 파워블랙나이트스피어	+13 블랙나이트스피어	16	1	868	959	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	36660	366600	731300	0	0	0	0	0	0	705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	0	0
13271	14	+14 파워블랙나이트스피어	+14 블랙나이트스피어	16	1	985	1087	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	54990	549900	1096950	0	0	0	0	0	0	822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	0	0
13272	15	+15 파워블랙나이트스피어	+15 블랙나이트스피어	16	1	1116	1232	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	82485	824850	1645430	0	0	0	0	0	0	953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	0	0
13273	16	+16 파워블랙나이트스피어	+16 블랙나이트스피어	16	1	1265	1396	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	123728	1237280	2468150	0	0	0	0	0	0	1102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	0	0
13274	17	+17 파워블랙나이트스피어	+17 블랙나이트스피어	16	1	1433	1581	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	185592	1855920	3702230	0	0	0	0	0	0	1270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	0	0
13275	18	+18 파워블랙나이트스피어	+18 블랙나이트스피어	16	1	1624	1791	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	278388	2783880	5553350	0	0	0	0	0	0	1461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	0	0
13276	19	+19 파워블랙나이트스피어	+19 블랙나이트스피어	16	1	1839	2028	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	417582	4175820	8330030	0	0	0	0	0	0	1676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	0	0
13277	20	+20 파워블랙나이트스피어	+20 블랙나이트스피어	16	1	2081	2295	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	626373	6263730	12495050	0	0	0	0	0	0	1918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	wp_0026_1.mod	wp_0026_2.mod	wp_0026_3.mod	wp_0026.tga	wp_0026.tga	0	0	0
13278	0	파워레드드래곤스피어	레드드래곤스피어	16	1	207	227	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13279	1	+1 파워레드드래곤스피어	+1 레드드래곤스피어	16	1	212	232	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13280	2	+2 파워레드드래곤스피어	+2 레드드래곤스피어	16	1	215	235	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13281	3	+3 파워레드드래곤스피어	+3 레드드래곤스피어	16	1	273	298	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13282	4	+4 파워레드드래곤스피어	+4 레드드래곤스피어	16	1	293	319	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13283	5	+5 파워레드드래곤스피어	+5 레드드래곤스피어	16	1	310	338	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13284	6	+6 파워레드드래곤스피어	+6 레드드래곤스피어	16	1	388	422	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13285	7	+7 파워레드드래곤스피어	+7 레드드래곤스피어	16	1	431	468	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13286	8	+8 파워레드드래곤스피어	+8 레드드래곤스피어	16	1	509	553	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13287	9	+9 파워레드드래곤스피어	+9 레드드래곤스피어	16	1	602	653	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13288	10	+10 파워레드드래곤스피어	+10 레드드래곤스피어	16	1	708	768	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13289	11	+11 파워레드드래곤스피어	+11 레드드래곤스피어	16	1	818	887	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13290	12	+12 파워레드드래곤스피어	+12 레드드래곤스피어	16	1	947	1026	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13291	13	+13 파워레드드래곤스피어	+13 레드드래곤스피어	16	1	1092	1183	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13292	14	+14 파워레드드래곤스피어	+14 레드드래곤스피어	16	1	1239	1342	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13293	15	+15 파워레드드래곤스피어	+15 레드드래곤스피어	16	1	1404	1520	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13294	16	+16 파워레드드래곤스피어	+16 레드드래곤스피어	16	1	1594	1725	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13295	17	+17 파워레드드래곤스피어	+17 레드드래곤스피어	16	1	1805	1953	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13296	18	+18 파워레드드래곤스피어	+18 레드드래곤스피어	16	1	2044	2211	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13297	19	+19 파워레드드래곤스피어	+19 레드드래곤스피어	16	1	2315	2504	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13298	20	+20 파워레드드래곤스피어	+20 레드드래곤스피어	16	1	2621	2834	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13299	0	파워레드헌터숏보우	레드헌터숏보우	11	1	86	91	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	125	1250	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	0	0
13300	1	+1 파워레드헌터숏보우	+1 레드헌터숏보우	11	1	88	93	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	188	1880	3750	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	0	0
13301	2	+2 파워레드헌터숏보우	+2 레드헌터숏보우	11	1	92	97	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	282	2820	5630	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	wb_0037_1.mod	wb_0037_2.mod	wb_0037_3.mod	wb_0037.tga	wb_0037.tga	0	0	0
